type,query,A_handle,A_follower_count,A_following_count,A_listed_count,A_posts,B_handle,B_follower_count,B_following_count,B_listed_count,B_posts,text
RT,#texasblackout,tifffuxxsake,7410,8121,1,142822,cam_langford,800,945,22,2559,"RT @cam_langford: ERCOT was just hit with a class action over #TexasBlackout. The lead plaintiff wants to represent, “All retail customers…"
Tweet,#texasblackout,KPRC2Aaron,2299,1060,101,15534,KPRC2Aaron,800,945,22,2559,#BREAKING: 4 @ERCOT_ISO board members resigning following grid failure that left millions of Texans without power &amp;… https://t.co/eD58GVYFx2
RT,#texasblackout,Dylan_1192,145,783,3,12577,lil_brown_bat,484,794,2,28526,"RT @lil_brown_bat: Remember who fed you when your Senators left town.

#TexasBlackout"
Tweet,#texasblackout,THIRTY16Designs,143,1592,0,2355,THIRTY16Designs,484,794,2,28526,#TexasBlackout https://t.co/BMWhk1ctMZ https://t.co/e2ljvRUl9T
RT,#texasblackout,jesreaver,492,787,22,15111,ChrisCostaTV,3723,3430,77,18829,"RT @ChrisCostaTV: This includes Raymond Hepper, who worked for Central Maine Power for 11 years, @isonewengland for 14 years, as well as ot…"
Tweet,#texasblackout,Moonguy42,59,214,0,1607,Moonguy42,3723,3430,77,18829,"#HeyTexas, stop electing idiots to office. Why hello @DanCrenshawTX  #TexasBlackout https://t.co/Obrfo41391"
RT,#texasblackout,ChrisSuchanWOAI,5004,458,127,27641,Simone_DeAlba,3200,2287,58,3082,"RT @Simone_DeAlba: BREAKING: ERCOT board members to resign after deadly winter storm that left millions without power.

Five board members…"
RT,#texasblackout,Lovesxox,410,579,7,49039,cam_langford,800,945,22,2559,"RT @cam_langford: ERCOT was just hit with a class action over #TexasBlackout. The lead plaintiff wants to represent, “All retail customers…"
RT,#texasblackout,chicken_afraido,589,226,4,13706,cam_langford,800,945,22,2559,"RT @cam_langford: ERCOT was just hit with a class action over #TexasBlackout. The lead plaintiff wants to represent, “All retail customers…"
RT,#texasblackout,michele5411,2324,1786,4,264891,cam_langford,800,945,22,2559,"RT @cam_langford: ERCOT was just hit with a class action over #TexasBlackout. The lead plaintiff wants to represent, “All retail customers…"
Tweet,#texasblackout,InAusterity,115,237,1,3392,InAusterity,800,945,22,2559,"#BreakingNews #NewsAlert 
The latest episode of #ThisWeekInAusterity is out! This week, we look at 
#TexasFreeze… https://t.co/RibvE7rzEE"
RT,#texasblackout,alr8882001,180,1184,1,21589,cam_langford,800,945,22,2559,"RT @cam_langford: ERCOT was just hit with a class action over #TexasBlackout. The lead plaintiff wants to represent, “All retail customers…"
RT,#texasblackout,authorclondon,2534,2099,46,171599,cam_langford,800,945,22,2559,"RT @cam_langford: ERCOT was just hit with a class action over #TexasBlackout. The lead plaintiff wants to represent, “All retail customers…"
RT,#texasblackout,NedaEmrani,813,1604,0,69908,cam_langford,800,945,22,2559,"RT @cam_langford: ERCOT was just hit with a class action over #TexasBlackout. The lead plaintiff wants to represent, “All retail customers…"
RT,#texasblackout,IronFalcon77,1466,1789,59,431764,anasalhajji,70313,502,929,87944,"RT @anasalhajji: ⚡️⚡️⚡️⚡️⚡️
#TexasBlackout #Texas 

4 ERCOT Board Members Announce Resignations In Wake Of Statewide Power Outages During W…"
RT,#texasblackout,vanessa08999007,6,22,0,70,DAMNSKIPPY20,163,1198,0,55,"RT @DAMNSKIPPY20: Texas, snow and frost, 5 million without electricity: @tedcruz escape to Cancún and the lesson of the mattress salesman
#…"
Tweet,#texasblackout,GQenergy,4126,3429,221,10310,GQenergy,163,1198,0,55,Jackie Sargent(@AustinEnergyGM) and Paula Gold-Williams(@cpsenergy) &amp; their teams - management and union - led from… https://t.co/LrTCEn058Z
RT,#texasblackout,CrespinAndre,618,560,14,6977,solidaire_org,982,481,28,3044,"RT @solidaire_org: Au Texas, ce n'est pas le froid qui a privé des millions de personnes de lumière et de chauffage. Mais la dérégulation d…"
RT,#texasblackout,Himalayankat8,86,67,0,32701,cam_langford,800,945,22,2559,"RT @cam_langford: ERCOT was just hit with a class action over #TexasBlackout. The lead plaintiff wants to represent, “All retail customers…"
RT,#texasblackout,bryankaus,219,902,17,1498,JavierBlas,99044,1283,2868,40277,"RT @JavierBlas: BREAKING: The chair, vice-chair and several other board members of Texas grid ERCOT have resigned | #TexasBlackout #Texas M…"
RT,#texasblackout,IrfanSabrina,812,4999,17,187461,JavierBlas,99044,1283,2868,40277,"RT @JavierBlas: BREAKING: The chair, vice-chair and several other board members of Texas grid ERCOT have resigned | #TexasBlackout #Texas M…"
RT,#texasblackout,ReneCoo02803607,265,834,0,18637,Matt_VanDyke,383290,298202,1501,4742,RT @Matt_VanDyke: If you think you know better than the federal government and dodge federal regulations by staying off the national power…
RT,#texasblackout,WitWarrior,1175,2047,9,141915,cam_langford,800,945,22,2559,"RT @cam_langford: ERCOT was just hit with a class action over #TexasBlackout. The lead plaintiff wants to represent, “All retail customers…"
RT,#texasblackout,ReneCoo02803607,265,834,0,18637,Matt_VanDyke,383290,298202,1501,4742,"RT @Matt_VanDyke: To those who praised #deregulation in #Texas as if it's some kind of political virtue...

The utility companies are laugh…"
RT,#texasblackout,LittleWhtBlouse,1225,954,14,92547,cam_langford,800,945,22,2559,"RT @cam_langford: ERCOT was just hit with a class action over #TexasBlackout. The lead plaintiff wants to represent, “All retail customers…"
RT,#texasblackout,DrDavidHabbel,3038,4990,5,62106,Matt_VanDyke,383290,298202,1501,4742,"RT @Matt_VanDyke: Play political games with people's faith in elections, and the Capitol gets stormed.
Play political games with public uti…"
RT,#texasblackout,catwomn,401,572,4,35877,cam_langford,800,945,22,2559,"RT @cam_langford: ERCOT was just hit with a class action over #TexasBlackout. The lead plaintiff wants to represent, “All retail customers…"
RT,#texasblackout,SayHeading,945,2384,1,19421,cam_langford,800,945,22,2559,"RT @cam_langford: ERCOT was just hit with a class action over #TexasBlackout. The lead plaintiff wants to represent, “All retail customers…"
RT,#texasblackout,TrueBlue4u2,18781,20182,529,145958,cam_langford,800,945,22,2559,"RT @cam_langford: ERCOT was just hit with a class action over #TexasBlackout. The lead plaintiff wants to represent, “All retail customers…"
RT,#texasblackout,JimEvans24,1587,4648,21,85776,DrNinaRadcliff,32929,34842,277,6877,"RT @DrNinaRadcliff: Joined @janjeffcoat on @TND 2 discuss #cancelled 2nd #vaccine #appointments from #winter #weather, conflicting timeline…"
RT,#texasblackout,CourthouseNews,60751,404,783,63395,cam_langford,800,945,22,2559,"RT @cam_langford: ERCOT was just hit with a class action over #TexasBlackout. The lead plaintiff wants to represent, “All retail customers…"
RT,#texasblackout,Clint_Edwards,896,298,9,11992,Simone_DeAlba,3200,2287,58,3082,"RT @Simone_DeAlba: BREAKING: ERCOT board members to resign after deadly winter storm that left millions without power.

Five board members…"
RT,#texasblackout,busbyj2,6081,1504,167,48705,JavierBlas,99044,1283,2868,40277,"RT @JavierBlas: BREAKING: The chair, vice-chair and several other board members of Texas grid ERCOT have resigned | #TexasBlackout #Texas M…"
RT,#texasblackout,ReneCoo02803607,265,834,0,18637,Matt_VanDyke,383290,298202,1501,4742,"RT @Matt_VanDyke: ""Now He Owes $16,752""

Of course he does. That's what happens when you deregulate and let companies do as they please.

W…"
RT,#texasblackout,molrichards,15,89,0,4958,toddschnitt,41439,638,311,30763,"RT @toddschnitt: Have you seen the #Texans who've been smacked with $17,000 home power bills for 3 days of service? Never, ever allow an au…"
Tweet,#texasblackout,TexasWatch,2597,1341,112,8398,TexasWatch,41439,638,311,30763,"""Suffering damage or loss to your home can be stressful. Filing a claim doesn’t have to be. Here are some tips on w… https://t.co/Ocm3D2QvKO"
RT,#texasblackout,michelletwinmum,10456,2127,250,38124,DrInfluencer,325,370,3,636,RT @DrInfluencer: https://t.co/4ZCB2ut7Iw Save money on your heating bills! #Texas #TexasBlackout #money #help #LIKEs
RT,#texasblackout,staunovo,31921,397,968,83514,JavierBlas,99044,1283,2868,40277,"RT @JavierBlas: BREAKING: The chair, vice-chair and several other board members of Texas grid ERCOT have resigned | #TexasBlackout #Texas M…"
RT,#texasblackout,ReneCoo02803607,265,834,0,18637,Matt_VanDyke,383290,298202,1501,4742,"RT @Matt_VanDyke: Play political games with people's faith in elections, and the Capitol gets stormed.
Play political games with public uti…"
Tweet,#texasblackout,Cargas7,2639,2954,59,3822,Cargas7,383290,298202,1501,4742,"@monthly A good start to holding elected and appointed officials accountable...
#TexasBlackout 
#TexasFreeze 
#ERCOTFail"
RT,#texasblackout,newscentermaine,118625,3676,1096,205922,ChrisCostaTV,3723,3430,77,18829,"RT @ChrisCostaTV: This includes Raymond Hepper, who worked for Central Maine Power for 11 years, @isonewengland for 14 years, as well as ot…"
RT,#texasblackout,jMESSpalmer,504,935,20,23394,cam_langford,800,945,22,2559,"RT @cam_langford: ERCOT was just hit with a class action over #TexasBlackout. The lead plaintiff wants to represent, “All retail customers…"
Tweet,#texasblackout,lummoxacillin,868,1730,3,22996,lummoxacillin,800,945,22,2559,"oh shitttttt

collins brought #TexasBlackout in it https://t.co/PUSc96CEMJ"
RT,#texasblackout,IamAdrianMoss,2309,2834,53,92810,ChrisCostaTV,3723,3430,77,18829,"RT @ChrisCostaTV: This includes Raymond Hepper, who worked for Central Maine Power for 11 years, @isonewengland for 14 years, as well as ot…"
Tweet,#texasblackout,Cargas7,2639,2954,59,3822,Cargas7,3723,3430,77,18829,"A good start to holding elected and appointed officials accountable...
#TexasBlackout 
#TexasFreeze 
#ERCOTFail https://t.co/GYnCsfcVNG"
RT,#texasblackout,Oilgeo1,27,519,0,357,anasalhajji,70313,502,929,87944,"RT @anasalhajji: ⚡️⚡️⚡️⚡️⚡️
#TexasBlackout #Texas 

4 ERCOT Board Members Announce Resignations In Wake Of Statewide Power Outages During W…"
Tweet,#texasblackout,ChrisCostaTV,3723,3430,77,18829,ChrisCostaTV,70313,502,929,87944,"This includes Raymond Hepper, who worked for Central Maine Power for 11 years, @isonewengland for 14 years, as well… https://t.co/RP2qTXnTBR"
Tweet,#texasblackout,bledsoe_wes,39,10,2,7724,bledsoe_wes,70313,502,929,87944,The American people are going to be horrified when they realize that they are paying twice as much in taxes because… https://t.co/rijvqou7fF
RT,#texasblackout,katz_mum,1423,2713,4,156777,cam_langford,800,945,22,2559,"RT @cam_langford: ERCOT was just hit with a class action over #TexasBlackout. The lead plaintiff wants to represent, “All retail customers…"
RT,#texasblackout,lkigai_,4469,149,32,44741,JavierBlas,99044,1283,2868,40277,"RT @JavierBlas: BREAKING: The chair, vice-chair and several other board members of Texas grid ERCOT have resigned | #TexasBlackout #Texas M…"
RT,#texasblackout,theschnittshow,11906,705,106,22743,toddschnitt,41439,638,311,30763,"RT @toddschnitt: Have you seen the #Texans who've been smacked with $17,000 home power bills for 3 days of service? Never, ever allow an au…"
RT,#texasblackout,KathleenJaege13,610,1975,2,57386,Matt_VanDyke,383290,298202,1501,4742,"RT @Matt_VanDyke: ""Now He Owes $16,752""

Of course he does. That's what happens when you deregulate and let companies do as they please.

W…"
Tweet,#texasblackout,cam_langford,800,945,22,2559,cam_langford,383290,298202,1501,4742,"ERCOT was just hit with a class action over #TexasBlackout. The lead plaintiff wants to represent, “All retail cust… https://t.co/6rwEw2czlR"
RT,#texasblackout,traceyirene,139,481,1,24526,lil_brown_bat,484,794,2,28526,"RT @lil_brown_bat: Remember who fed you when your Senators left town.

#TexasBlackout"
Tweet,#texasblackout,KETK_Kaci,1133,504,30,1433,KETK_Kaci,484,794,2,28526,"BREAKING: The Chair of #ERCOT &amp; 4 other board members have resigned per a filing today with the Texas #PUC.

Citing… https://t.co/Ywab9mnMHm"
RT,#texasblackout,Oilgeo1,27,519,0,357,anasalhajji,70313,502,929,87944,"RT @anasalhajji: Family of 95-Year-Old Man Who Died After 2 Days Without Power Sues ERCOT, Centerpoint Energy 
#TexasPowerOutages #TexasBla…"
Tweet,#texasblackout,ShakariSBriggs,4769,3903,84,97211,ShakariSBriggs,70313,502,929,87944,Legislative hearings begin at the end of the week and the Texas Democrats have already called for Gov. Greg Abott a… https://t.co/xqjBKIEy36
RT,#texasblackout,davidbelle_,21622,1925,381,226735,JavierBlas,99044,1283,2868,40277,"RT @JavierBlas: BREAKING: The chair, vice-chair and several other board members of Texas grid ERCOT have resigned | #TexasBlackout #Texas M…"
RT,#texasblackout,laurablewitt,3270,801,162,6468,JavierBlas,99044,1283,2868,40277,"RT @JavierBlas: BREAKING: The chair, vice-chair and several other board members of Texas grid ERCOT have resigned | #TexasBlackout #Texas M…"
RT,#texasblackout,cemebinah,1441,4984,35,22159,JavierBlas,99044,1283,2868,40277,"RT @JavierBlas: BREAKING: The chair, vice-chair and several other board members of Texas grid ERCOT have resigned | #TexasBlackout #Texas M…"
RT,#texasblackout,apoorvasaxena03,214,1644,7,8307,JavierBlas,99044,1283,2868,40277,"RT @JavierBlas: BREAKING: The chair, vice-chair and several other board members of Texas grid ERCOT have resigned | #TexasBlackout #Texas M…"
RT,#texasblackout,adrian_amilcare,42,203,0,2370,JavierBlas,99044,1283,2868,40277,"RT @JavierBlas: BREAKING: The chair, vice-chair and several other board members of Texas grid ERCOT have resigned | #TexasBlackout #Texas M…"
Tweet,#texasblackout,GhostTownGil,466,110,15,27330,GhostTownGil,99044,1283,2868,40277,@ouraring could really tell I was freezing 🥶 last week. My Readiness scores were 63 and 65 the days I slept with no… https://t.co/ww6qiIfFca
RT,#texasblackout,JAArceF,60,588,0,5565,Simone_DeAlba,3200,2287,58,3082,"RT @Simone_DeAlba: BREAKING: ERCOT board members to resign after deadly winter storm that left millions without power.

Five board members…"
Tweet,#texasblackout,Multi_Streaming,1529,3612,120,61536,Multi_Streaming,3200,2287,58,3082,#TexasBlackout #TexasPowerOutage #TexasWinterStorm2021 #TexasStrong #Texas https://t.co/jyuU7D9iVK
RT,#texasblackout,INFPandalin,428,403,0,61639,DrEricDing,438654,8058,5649,43131,"RT @DrEricDing: I think Texas needs new leaders... First Ted Cruz and now...

Texas’s Attorney General Ken Paxton and wife TX Senator Angel…"
RT,#texasblackout,abradshaw10,514,808,26,2998,JavierBlas,99044,1283,2868,40277,"RT @JavierBlas: BREAKING: The chair, vice-chair and several other board members of Texas grid ERCOT have resigned | #TexasBlackout #Texas M…"
RT,#texasblackout,alex_drastico72,218,595,45,45631,JavierBlas,99044,1283,2868,40277,"RT @JavierBlas: BREAKING: The chair, vice-chair and several other board members of Texas grid ERCOT have resigned | #TexasBlackout #Texas M…"
RT,#texasblackout,janieo328,1740,2692,0,72118,FDACS,6923,723,126,3065,"RT @FDACS: Our @FLForestService Type 2 Incident Management Team is en route to Texas to assist w/#TexasBlackout. 

After arriving in Louisi…"
RT,#texasblackout,TRF_Climate,14679,1697,790,33286,meganrowling,10421,6279,563,26082,"RT @meganrowling: Despite regulators flagging the need for a more resilient power grid after a cold snap a decade ago, more than 4 million…"
Tweet,#texasblackout,Simone_DeAlba,3200,2287,58,3082,Simone_DeAlba,10421,6279,563,26082,"BREAKING: ERCOT board members to resign after deadly winter storm that left millions without power.

Five board mem… https://t.co/nPuN6Jw1pR"
Tweet,#texasblackout,ShakariSBriggs,4769,3903,84,97211,ShakariSBriggs,10421,6279,563,26082,BREAKING NEWS: Multiple ERCOT board members have resigned in the wake of last week’s winter storm that left million… https://t.co/zoNzi0ZTQ3
